title,label
"Прописи Безруких М. М. 1 класс (новые) Комплект из 3-х частей. УМК Начальная школа 21 века| Безруких Марьяна Михайловна",прописи
"История нового времени. XVIII в. 8 класс. Контурные карты. Новый историко-культурный стандарт. Линейная структура курса",контурные_карты
"Литература. Рабочая тетрадь. 6 класс. В 2-х частях. Комплект 2025. ФГОС| Ахмадуллина Роза Габдулловна",рабочая_тетрадь
"Русский язык. Рабочая тетрадь. 4 класс. В 2-х частях. Комплект 2025| Канакина Валентина Павловна",рабочая_тетрадь
"Русский язык. 2 класс. Рабочая тетрадь. Часть 2| Желтовская Любовь Яковлевна",рабочая_тетрадь
"Биология. 5-6 классы. Учебное пособие. В 2 ч. Часть 1 (для слабовидящих обучающихся)",учебник
"География. Материки, океаны, народы и страны. 7 класс| Душина Ираида Владимировна, Смоктунович Татьяна Леонидовна",учебник
"Письмо. Различаю гласные звуки. Правильно пишу. Тетрадь-помощница. Учебное пособие для учащихся начальных классов общеобразовательных организаций.| Ишимова Ольга Анатольевна, Дерябина Елена Викторовна",рабочая_тетрадь
"История. История России. 7 класс. Учебник. Часть 2| Арсентьев Николай Михайлович, Данилов Александр Анатольевич",учебник
"Математика. Вероятность и статистика. 7-9 классы. Углублённый уровень. Задачник. Учебное пособие| Ткачева М. В.",учебник
"Всеобщая история. История Нового времени. Конец XVXVII век. 7 класс. Рабочая тетрадь| Юдовская А. Я., Баранов Петр Анатольевич",рабочая_тетрадь
